Cartwright-Dibbert;Portugal;Santo António das Areias;44;4;Machining;IGES;0;473;437;457;70;Nickel alloy;Blasting;03.06.2019;02.10.2019;
Yost-Schneider;Portugal;Segodim;34;2;Machining;STEP;1;747;619;491;85;Tungsten carbide;Milling;18.07.2019;06.11.2019;
Tillman-Marvin;United Kingdom;Norton;19;1;Machining;COLLADA;1;661;644;956;97;Alloy;Drilling;19.06.2019;02.04.2019;
Kessler and Sons;Poland;Janikowo;20;7;Machining;VRML/X3D;1;492;386;483;21;Titanium;Blasting;17.06.2019;02.09.2019;
Cormier-Wolf;Portugal;Vales;14;10;Machining;OBJ;1;564;538;401;34;Tungsten carbide;Laser cutting;18.06.2019;03.12.2019;
Lindgren Group;Poland;Piotrków Kujawski;30;8;Machining;FBX;0;387;500;526;61;Titanium;Chemical curing;18.06.2019;16.09.2018;
Carroll-Heathcote;Portugal;Alvega;39;8;Machining;OBJ;1;397;344;517;22;Iron;Blasting;21.07.2019;11.09.2018;
Keebler, Crooks and White;Poland;Stąporków;48;6;Machining;3DS;1;362;431;428;98;Tungsten carbide;Sanding;14.06.2019;16.10.2018;
DuBuque and Sons;France;Orsay;18;4;Machining;STL;1;487;568;573;71;Tungsten carbide;Blasting;25.07.2019;27.04.2019;
Parisian, Bogan and Goldner;Poland;Żelistrzewo;38;5;Machining;OBJ;1;347;336;514;43;Aluminium;Welding;27.07.2019;07.01.2019;
Goldner, Marvin and Carter;Spain;Santander;23;5;Machining;IGES;0;362;422;506;66;Tungsten carbide;Welding;10.06.2019;12.05.2019;
Graham Group;Poland;Myślenice;29;1;Machining;COLLADA;1;530;26;481;62;Tungsten carbide;Rolling;03.07.2019;27.06.2019;
Harber, Rohan and Casper;Poland;Ostroróg;48;1;Machining;STEP;1;304;621;108;49;Stainless steel;Blasting;28.07.2019;02.06.2019;
Hermiston-Schowalter;France;Antony;48;5;Machining;IGES;0;453;491;464;47;Iron;Drilling;21.06.2019;10.11.2019;
Gerhold-Daniel;France;Toulon;40;3;Machining;STL;0;586;432;563;45;Aluminium;Milling;08.07.2019;04.12.2018;
Halvorson, Reichert and Hagenes;France;Boissy-Saint-Léger;25;7;Machining;VRML/X3D;0;259;587;444;82;Hardwood;Welding;06.06.2019;26.11.2018;
O'Hara-Roob;Poland;Stare Kurowo;33;6;Machining;STL;1;436;417;616;41;Titanium;Polishing;15.06.2019;28.10.2019;
Kuvalis-Crona;Portugal;Fonte de Angeão;39;6;Machining;COLLADA;1;503;472;654;58;Nickel alloy;Blasting;27.06.2019;19.05.2019;
Grady and Sons;Poland;Ruda Maleniecka;39;3;Machining;3DS;1;634;498;658;95;Chromium;Welding;27.07.2019;19.06.2019;
Bradtke, Powlowski and Jacobs;Poland;Siemiechów;21;2;Machining;3DS;1;448;351;468;25;Aluminium;Rolling;16.06.2019;25.12.2018;
Gerlach, Murazik and Legros;Germany;Nürnberg;25;7;Machining;STL;0;486;483;461;39;Tungsten;Polishing;03.07.2019;21.06.2019;
Jacobs-Pfannerstill;Portugal;Abelheira;13;4;Machining;IGES;0;345;491;662;32;Aluminium;Chemical curing;11.06.2019;13.11.2019;
Tillman-O'Hara;Poland;Szlachta;18;3;Machining;IGES;1;586;682;774;35;Chromium;Polishing;19.07.2019;11.12.2019;
Cummings-Blick;Portugal;Oliveirinha;17;10;Machining;OBJ;0;458;621;477;37;Stainless steel;Sanding;08.06.2019;03.08.2019;
Kassulke, Kuvalis and Lindgren;Poland;Miechów Charsznica;44;9;Machining;FBX;1;536;452;442;84;Carbon steel;Drilling;30.07.2019;05.12.2019;
Collins-Buckridge;Portugal;Ermidas do Sado;36;7;Machining;3DS;0;448;493;396;83;Stainless steel;Polishing;01.06.2019;14.10.2018;
Bauch, Satterfield and Hand;France;Saint-Pierre-des-Corps;28;9;Machining;OBJ;0;550;555;432;95;Iron;Welding;07.07.2019;03.12.2019;
Balistreri, Treutel and Franecki;Poland;Mirocin;30;6;Machining;OBJ;1;407;377;328;64;Nickel alloy;Welding;11.07.2019;02.11.2018;
Hermiston, Gibson and Williamson;Poland;Gostyń;11;6;Machining;STL;0;451;686;790;100;Aluminium;Drilling;03.07.2019;26.07.2019;
Stracke, Anderson and Lynch;Poland;Tuchów;32;7;Machining;3DS;0;525;535;259;37;Nickel alloy;Laser cutting;28.06.2019;16.01.2019;
Bergstrom-Mills;Germany;München;11;7;Machining;FBX;1;516;519;465;36;Tungsten;Chemical curing;07.06.2019;12.09.2019;
O'Reilly Group;Germany;Hamburg Winterhude;50;7;Machining;IGES;1;482;441;468;31;Carbon steel;Turning;26.06.2019;11.05.2019;
Hickle-Little;Portugal;São Sebastião;40;7;Machining;OBJ;1;301;459;506;41;Carbon steel;Drilling;19.07.2019;10.01.2019;
Deckow, Moore and Sanford;Portugal;Regueiro;45;6;Machining;COLLADA;1;604;440;335;93;Aluminium;Chemical curing;05.07.2019;29.07.2019;
Keebler-Cremin;Portugal;Zambujal;38;6;Machining;FBX;0;543;585;698;63;Titanium;Welding;03.07.2019;22.08.2019;
Ratke Inc;France;Mont-de-Marsan;27;1;Machining;OBJ;0;548;369;683;26;Nickel alloy;Polishing;21.07.2019;16.11.2019;
Gleason, Kohler and Rowe;France;Futuroscope;35;6;Machining;FBX;0;518;543;421;48;Titanium;Blasting;09.07.2019;01.11.2018;
Boyle, Jacobson and Durgan;Portugal;Zambujal;29;6;Machining;IGES;1;396;389;300;86;Carbon steel;Laser cutting;04.07.2019;18.12.2018;
Grimes Inc;France;Angoulême;46;7;Machining;VRML/X3D;0;446;499;299;30;Carbon steel;Welding;19.07.2019;28.02.2019;
Von LLC;Poland;Szczawno-Zdrój;33;7;Machining;OBJ;1;620;540;384;64;Tungsten carbide;Sanding;06.07.2019;02.10.2018;
Murazik Inc;Austria;Sankt Lorenzen im Mürztal;38;4;Machining;FBX;1;456;379;339;40;Stainless steel;Drilling;30.06.2019;14.10.2019;
Erdman Inc;France;Toulouse;35;9;Machining;3DS;0;418;391;219;67;Iron;Blasting;07.06.2019;07.02.2019;
Lang, Toy and Jerde;Poland;Podgórzyn;23;10;Machining;STL;1;635;627;656;44;Stainless steel;Blasting;28.06.2019;12.12.2019;
VonRueden-Stiedemann;France;Fresnes;50;8;Machining;3DS;0;536;397;636;54;Carbon steel;Laser cutting;26.07.2019;10.09.2018;
Ankunding Inc;Poland;Bielice;14;2;Machining;VRML/X3D;0;695;427;385;73;Alloy;Sanding;04.06.2019;23.09.2018;
Stehr LLC;Netherlands;Terneuzen;33;3;Machining;COLLADA;1;421;521;596;58;Chromium;Laser cutting;07.06.2019;17.11.2019;
Crooks Group;Poland;Krzyżanowice;45;8;Machining;VRML/X3D;1;584;587;547;98;Hardwood;Milling;16.06.2019;19.09.2019;
Hudson-Moore;Portugal;Novais;30;9;Machining;VRML/X3D;1;297;757;548;73;Carbon steel;Chemical curing;28.06.2019;06.09.2019;
Green, O'Reilly and Kertzmann;France;Niort;48;2;Machining;OBJ;0;516;501;404;95;Hardwood;Turning;23.07.2019;23.04.2019;
Kutch LLC;Netherlands;Zwolle;30;6;Machining;3DS;0;492;307;535;26;Chromium;Blasting;09.07.2019;12.08.2019;
Pacocha-Jacobs;Poland;Hyżne;36;2;Machining;VRML/X3D;1;604;384;621;75;Hardwood;Sanding;15.07.2019;24.07.2019;
Marks, Ziemann and Swift;Poland;Niechanowo;49;1;Machining;3DS;0;606;443;553;98;Stainless steel;Welding;27.07.2019;02.10.2018;
Rau-VonRueden;France;Bastia;23;5;Machining;VRML/X3D;1;473;360;322;33;Hardwood;Sanding;18.07.2019;27.05.2019;
Roob LLC;Poland;Dubiecko;45;4;Machining;OBJ;0;326;528;570;62;Chromium;Chemical curing;21.06.2019;12.09.2019;
Mitchell, Harris and Reynolds;Poland;Mstów;39;9;Machining;IGES;0;385;425;455;22;Alloy;Turning;08.06.2019;03.04.2019;
Mante Inc;France;Brest;38;4;Machining;FBX;1;563;532;406;33;Tungsten;Welding;08.07.2019;23.10.2018;
Torp, Hessel and Larson;France;Orléans;44;4;Machining;3DS;1;658;469;731;96;Aluminium;Milling;02.06.2019;30.11.2018;
Dickens Inc;France;Paris 09;44;2;Machining;STL;1;480;597;409;59;Iron;Rolling;13.07.2019;09.02.2019;
Armstrong-Leannon;Poland;Tuchomie;10;1;Machining;STEP;0;480;460;420;64;Tungsten;Drilling;26.07.2019;22.09.2018;
Gibson, Windler and Fisher;United Kingdom;Norton;46;8;Machining;VRML/X3D;0;372;322;686;70;Chromium;Polishing;02.07.2019;16.12.2018;
Bergnaum, Koepp and Little;Portugal;Corticeiro de Baixo;26;1;Machining;3DS;0;475;489;397;23;Alloy;Turning;04.07.2019;23.01.2019;
Rogahn-Torphy;Portugal;Loures;18;7;Machining;3DS;1;755;527;471;41;Titanium;Sanding;26.06.2019;12.02.2019;
Schultz, Smitham and Hodkiewicz;Portugal;Torres Vedras;47;4;Machining;FBX;0;398;446;741;84;Aluminium;Rolling;12.07.2019;26.03.2019;
Ortiz Inc;Portugal;Ameixoeira;43;10;Machining;COLLADA;1;604;739;613;34;Alloy;Laser cutting;05.07.2019;30.10.2019;
Christiansen Inc;France;Verdun;23;1;Machining;FBX;0;572;433;102;97;Hardwood;Blasting;10.06.2019;14.10.2019;
Kub, Turner and Schowalter;Portugal;Gandra;18;8;Machining;VRML/X3D;0;532;525;768;58;Stainless steel;Welding;23.07.2019;11.08.2019;
Balistreri, Macejkovic and Cremin;France;Laxou;11;4;Machining;3DS;1;531;712;442;33;Titanium;Welding;03.06.2019;11.01.2019;
Cassin and Sons;Spain;Santiago De Compostela;47;4;Machining;VRML/X3D;0;478;293;861;40;Chromium;Laser cutting;29.06.2019;08.04.2019;
Ullrich LLC;Switzerland;Winterthur;17;1;Machining;VRML/X3D;0;586;538;440;55;Aluminium;Welding;13.06.2019;24.10.2019;
Hoppe-Kub;Spain;Malaga;41;3;Machining;3DS;0;474;469;197;40;Tungsten carbide;Welding;01.07.2019;01.09.2019;
Herzog, Effertz and Gislason;Poland;Kosów Lacki;19;7;Machining;VRML/X3D;1;510;388;76;71;Alloy;Turning;09.06.2019;14.12.2018;
Keeling and Sons;Portugal;Macinhata da Seixa;47;10;Machining;VRML/X3D;1;630;467;679;81;Hardwood;Rolling;19.06.2019;25.09.2018;
Mosciski-Anderson;Poland;Mrzezino;13;10;Machining;OBJ;0;622;580;517;60;Carbon steel;Chemical curing;07.07.2019;26.05.2019;
Runolfsdottir-Larson;Poland;Narol;34;8;Machining;STL;0;642;405;735;58;Tungsten carbide;Chemical curing;16.06.2019;19.11.2019;
Adams-Ryan;Portugal;Calhetas;45;1;Machining;COLLADA;1;483;421;601;68;Hardwood;Turning;21.07.2019;14.01.2019;
Raynor Inc;France;Carcassonne;42;1;Machining;STEP;0;276;521;365;88;Tungsten;Drilling;29.06.2019;05.12.2019;
Tillman Inc;France;Brest;12;4;Machining;IGES;0;728;555;666;30;Titanium;Sanding;01.07.2019;22.04.2019;
Bradtke-Casper;Portugal;Ermida;31;6;Machining;STEP;1;585;535;626;91;Aluminium;Blasting;13.06.2019;17.01.2019;
Collier-Swaniawski;Portugal;Lamas;34;1;Machining;STEP;1;633;572;434;72;Tungsten;Blasting;13.07.2019;26.06.2019;
Parisian, Metz and Lowe;Poland;Plewiska;25;2;Machining;STL;1;649;516;437;66;Tungsten;Turning;04.07.2019;21.09.2018;
Koss-Bode;Portugal;Bombarral;38;3;Machining;COLLADA;0;401;559;380;46;Iron;Turning;24.06.2019;29.08.2019;
Kunde LLC;United Kingdom;Newport;30;10;Machining;STEP;1;547;575;497;87;Nickel alloy;Rolling;07.06.2019;01.10.2019;
Goldner-Schmitt;France;Sarlat-la-Canéda;38;7;Machining;STEP;1;628;370;437;66;Carbon steel;Rolling;23.06.2019;10.03.2019;
Bosco, Cummerata and Cassin;Poland;Płock;21;2;Machining;VRML/X3D;1;644;484;614;80;Tungsten;Welding;02.07.2019;12.06.2019;
Schmitt-Leffler;Portugal;Antas;21;5;Machining;OBJ;0;563;401;291;84;Iron;Welding;28.06.2019;13.12.2018;
Zulauf Group;Portugal;Castelo de Vide;48;3;Machining;FBX;1;435;502;442;97;Nickel alloy;Turning;04.06.2019;19.08.2019;
Friesen, Hilpert and Will;Portugal;Outeiro;31;10;Machining;COLLADA;1;362;526;484;59;Nickel alloy;Polishing;03.06.2019;03.09.2018;
Quitzon-Smitham;Poland;Komorów;48;2;Machining;VRML/X3D;0;517;515;122;78;Tungsten;Welding;17.06.2019;01.01.2019;
Howe-Mayert;Germany;Köln;29;5;Machining;FBX;0;436;663;507;45;Hardwood;Polishing;15.07.2019;09.11.2019;
Walsh Inc;Italy;Messina;28;1;Machining;FBX;0;522;482;470;30;Titanium;Drilling;13.06.2019;20.10.2019;
Sawayn LLC;Portugal;Alcains;14;5;Machining;FBX;1;337;383;971;90;Titanium;Chemical curing;09.06.2019;31.08.2019;
Reichel Group;France;Nemours;44;9;Machining;OBJ;0;517;453;271;40;Stainless steel;Drilling;20.06.2019;16.02.2019;
Jast-Schultz;France;Sceaux;19;3;Machining;FBX;0;428;403;229;81;Hardwood;Blasting;12.06.2019;27.12.2018;
Walsh, Russel and Jerde;Poland;Bozkow;26;5;Machining;OBJ;0;624;418;189;54;Iron;Drilling;29.07.2019;02.09.2019;
Trantow and Sons;Poland;Luboń;34;8;Machining;OBJ;0;580;628;302;78;Aluminium;Laser cutting;15.06.2019;13.08.2019;
Wiegand, Little and Stiedemann;Poland;Wola Sernicka;40;3;Machining;IGES;1;461;668;370;66;Carbon steel;Blasting;26.07.2019;06.10.2018;
Corwin, Kerluke and Williamson;Portugal;Campos;44;2;Machining;FBX;0;459;499;269;81;Iron;Blasting;20.06.2019;12.08.2019;
Larkin, Tremblay and Hammes;France;Guebwiller;29;5;Machining;STEP;0;570;443;611;54;Aluminium;Drilling;03.07.2019;06.10.2018;
Klein-Williamson;Portugal;Sande São Martinho;41;5;Machining;VRML/X3D;1;270;538;531;73;Nickel alloy;Blasting;12.06.2019;11.01.2019;
Hintz, Vandervort and Ruecker;Portugal;Água Retorta;25;5;Machining;COLLADA;1;388;326;590;82;Alloy;Sanding;01.06.2019;06.09.2018;
Cassin Inc;Poland;Krasnystaw;22;1;Machining;IGES;0;301;645;95;75;Nickel alloy;Chemical curing;26.07.2019;01.02.2019;
Terry-Considine;Portugal;Boucinha;47;9;Machining;IGES;0;437;595;426;25;Nickel alloy;Polishing;21.06.2019;08.11.2018;
Williamson-Monahan;Poland;Budziszewice;21;10;Machining;STL;1;443;502;696;37;Iron;Milling;03.07.2019;12.10.2019;
Hauck-Erdman;Poland;Ręczno;40;1;Machining;STL;1;445;545;219;83;Alloy;Laser cutting;21.06.2019;02.03.2019;
Abshire LLC;Portugal;Vale Maceiras;18;10;Machining;STL;1;798;414;321;31;Tungsten carbide;Turning;11.07.2019;16.08.2019;
Kuhic-Schultz;France;Mantes-la-Jolie;15;10;Machining;STEP;0;749;441;529;95;Titanium;Laser cutting;17.06.2019;06.09.2018;
Lehner, Mante and Jast;Portugal;Quintã;39;4;Machining;OBJ;1;444;679;294;36;Alloy;Polishing;24.06.2019;01.06.2019;
Mayer-Hahn;Germany;Berlin;22;3;Machining;STEP;0;496;365;586;44;Tungsten;Milling;21.06.2019;03.08.2019;
Ryan LLC;Portugal;Corujeira;43;7;Machining;OBJ;1;373;583;541;26;Chromium;Drilling;04.07.2019;18.10.2018;
Marks LLC;France;Eybens;27;7;Machining;STL;1;518;855;469;98;Carbon steel;Blasting;25.06.2019;11.12.2019;
Flatley LLC;Portugal;Paços;16;2;Machining;STEP;0;556;584;507;57;Chromium;Drilling;22.07.2019;10.11.2018;
Watsica-Sauer;France;Marseille;23;8;Machining;OBJ;0;295;546;713;57;Stainless steel;Rolling;28.07.2019;10.09.2018;
Ortiz, Beier and Rogahn;Spain;Madrid;10;4;Machining;STEP;0;656;573;452;28;Tungsten carbide;Chemical curing;15.07.2019;24.09.2018;
Turner-Gutmann;Poland;Kabaty;20;2;Machining;3DS;1;497;481;634;22;Stainless steel;Polishing;18.06.2019;08.12.2018;
O'Kon-Wiegand;France;Chaumont;45;10;Machining;FBX;1;507;345;529;82;Iron;Milling;17.07.2019;15.04.2019;
Spencer LLC;France;Moulins;38;8;Machining;FBX;1;416;327;594;81;Alloy;Milling;04.07.2019;23.05.2019;
Goodwin-Olson;Poland;Zebrzydowice;35;3;Machining;STL;1;605;407;249;38;Alloy;Laser cutting;01.06.2019;21.05.2019;
Spinka LLC;Germany;Berlin;38;6;Machining;COLLADA;0;522;451;385;78;Titanium;Laser cutting;25.06.2019;31.07.2019;
Haley, Lowe and Kuhlman;Poland;Trzebieszów;24;7;Machining;STEP;1;530;613;645;43;Nickel alloy;Welding;23.07.2019;03.03.2019;
Schmidt-Hilll;Italy;Messina;12;5;Machining;STL;0;525;360;738;53;Tungsten carbide;Chemical curing;16.07.2019;07.11.2018;
Donnelly Group;Poland;Wąpielsk;40;8;Machining;STEP;1;545;454;390;21;Iron;Blasting;14.06.2019;02.10.2019;
Purdy-Nicolas;France;Reims;29;2;Machining;STEP;1;614;545;763;81;Stainless steel;Turning;06.07.2019;13.09.2018;
Cartwright-Schoen;France;Abbeville;14;5;Machining;IGES;0;537;540;754;46;Nickel alloy;Laser cutting;28.07.2019;27.11.2018;
Lakin LLC;Poland;Gierłoż;43;4;Machining;STEP;1;484;459;593;66;Tungsten;Milling;13.06.2019;28.01.2019;
Swaniawski Inc;France;Montluçon;22;7;Machining;COLLADA;0;502;407;795;45;Titanium;Welding;12.07.2019;19.12.2018;
Dickinson LLC;Poland;Rajsko;29;3;Machining;STL;1;590;742;254;64;Tungsten carbide;Blasting;05.06.2019;07.11.2019;
MacGyver and Sons;Poland;Leśnica;37;5;Machining;3DS;1;646;598;375;31;Tungsten carbide;Milling;18.07.2019;17.12.2018;
Hudson, Lind and Pollich;Spain;Zamora;27;9;Machining;VRML/X3D;1;456;552;479;44;Stainless steel;Welding;30.07.2019;18.03.2019;
Kihn, Miller and Lemke;Portugal;Cabeças Verdes;32;9;Machining;COLLADA;1;590;438;951;100;Nickel alloy;Drilling;03.06.2019;08.12.2019;
Braun-Huels;Portugal;Conqueiros;49;4;Machining;FBX;1;745;478;681;44;Stainless steel;Turning;10.07.2019;16.06.2019;
Monahan-Lesch;Poland;Czarna Dąbrówka;26;1;Machining;COLLADA;0;475;550;303;67;Tungsten carbide;Welding;22.07.2019;19.09.2018;
Hamill, Denesik and Cole;Poland;Krzeszów;32;2;Machining;VRML/X3D;1;536;589;365;63;Iron;Polishing;02.06.2019;29.11.2018;
Moore-Connelly;Portugal;Ribas;11;9;Machining;VRML/X3D;1;413;372;376;48;Alloy;Chemical curing;22.07.2019;31.03.2019;
Kunde, Connelly and Homenick;Portugal;Corujeira;47;9;Machining;FBX;0;513;591;543;42;Nickel alloy;Drilling;25.07.2019;02.08.2019;
Dietrich, Rice and Graham;Poland;Malczyce;12;6;Machining;OBJ;1;579;483;341;59;Carbon steel;Blasting;22.07.2019;28.10.2018;
Beier, Kassulke and Hodkiewicz;Poland;Potęgowo;44;4;Machining;VRML/X3D;0;515;442;631;83;Titanium;Polishing;25.07.2019;01.05.2019;
Kuhlman Group;Poland;Małkinia Górna;27;5;Machining;OBJ;1;292;469;410;20;Carbon steel;Drilling;17.07.2019;25.09.2019;
Murphy LLC;Portugal;Trabulheira;38;4;Machining;IGES;0;536;639;254;84;Titanium;Sanding;21.07.2019;24.10.2018;
Stark-Parisian;Poland;Pruszków;32;8;Machining;OBJ;1;467;448;248;91;Tungsten;Blasting;13.06.2019;28.10.2018;
Hyatt, Stiedemann and Wintheiser;Poland;Łęknica;18;9;Machining;COLLADA;1;311;489;503;52;Chromium;Rolling;24.07.2019;11.09.2018;
Hoeger-Connelly;Poland;Bełżec;36;7;Machining;STL;1;508;603;578;22;Stainless steel;Laser cutting;17.07.2019;07.04.2019;
Yost, Simonis and Bauch;Portugal;Baratã;34;10;Machining;IGES;0;558;375;838;43;Stainless steel;Rolling;22.07.2019;14.09.2019;
Kirlin, Weber and Treutel;Portugal;Arcena Pequena;21;10;Machining;VRML/X3D;0;491;585;171;99;Tungsten;Polishing;23.06.2019;31.03.2019;
Cassin, Bayer and Johns;Poland;Nowy Tomyśl;29;2;Machining;FBX;0;411;513;703;83;Hardwood;Blasting;20.06.2019;10.08.2019;
O'Keefe LLC;Poland;Ostroróg;22;6;Machining;STL;0;437;510;540;90;Titanium;Polishing;17.07.2019;27.06.2019;
Konopelski Group;Portugal;Monte Novo;38;6;Machining;FBX;1;543;603;368;75;Hardwood;Blasting;24.07.2019;19.02.2019;
Flatley Inc;France;Clermont-Ferrand;47;10;Machining;FBX;0;328;584;827;90;Carbon steel;Milling;27.07.2019;06.11.2019;
Hackett Group;Portugal;Penedo;29;2;Machining;STEP;0;653;592;314;85;Tungsten carbide;Sanding;03.06.2019;10.11.2019;
Funk and Sons;Poland;Puńsk;10;7;Machining;IGES;0;377;495;94;35;Tungsten;Sanding;09.07.2019;09.11.2019;
Leannon-Runte;Poland;Babice;38;1;Machining;COLLADA;1;385;504;415;29;Chromium;Chemical curing;27.06.2019;06.11.2018;
Fadel and Sons;France;Rouen;21;6;Machining;FBX;1;378;385;168;26;Nickel alloy;Polishing;07.06.2019;11.10.2019;
Jenkins-Littel;United Kingdom;Hatton;30;9;Machining;IGES;0;617;612;539;60;Tungsten;Drilling;02.06.2019;08.11.2019;
Schiller-Carter;France;Cluses;29;6;Machining;STEP;1;462;489;515;41;Alloy;Welding;27.07.2019;02.12.2018;
Von-Schimmel;France;Châtellerault;24;7;Machining;FBX;0;479;609;603;100;Titanium;Chemical curing;18.06.2019;30.11.2018;
Mosciski, Koch and Mohr;Portugal;Lavadorinhos;39;3;Machining;3DS;0;445;434;683;21;Tungsten carbide;Laser cutting;10.06.2019;30.10.2019;
Gaylord, Crist and Schumm;Poland;Latowicz;11;1;Machining;3DS;1;401;425;535;20;Iron;Polishing;16.06.2019;26.02.2019;
Huels, Collins and Daugherty;Poland;Stęszew;49;3;Machining;IGES;0;555;550;558;84;Alloy;Drilling;04.06.2019;31.10.2019;
Leffler Inc;Portugal;Bolembre;34;10;Machining;VRML/X3D;0;478;515;680;74;Tungsten;Rolling;12.07.2019;28.02.2019;
Hegmann, Zieme and Stoltenberg;Poland;Rokiciny;36;8;Machining;COLLADA;0;433;541;819;93;Stainless steel;Drilling;11.06.2019;07.03.2019;
Lueilwitz-Roob;Germany;Essen;41;2;Machining;STL;0;410;611;456;51;Tungsten carbide;Turning;23.07.2019;18.11.2019;
MacGyver, Okuneva and Kessler;France;Rueil-Malmaison;36;3;Machining;STEP;0;474;485;659;35;Chromium;Polishing;14.07.2019;27.05.2019;
Fisher, Batz and Kling;United Kingdom;Norton;26;9;Machining;STEP;0;396;328;308;22;Alloy;Chemical curing;20.07.2019;04.09.2019;
Wisozk-Jaskolski;Portugal;Ribamar;41;1;Machining;IGES;0;492;311;430;41;Iron;Milling;20.07.2019;18.08.2019;
Wolf, Halvorson and Hayes;Portugal;Pedra Furada;39;8;Machining;STL;0;387;547;753;38;Titanium;Laser cutting;23.06.2019;26.07.2019;
Cruickshank, Rogahn and Mertz;Switzerland;Zürich;49;7;Machining;IGES;0;425;545;648;60;Tungsten carbide;Sanding;08.06.2019;19.12.2018;
Shields LLC;Poland;Trzcińsko Zdrój;21;10;Machining;3DS;1;507;525;724;75;Titanium;Blasting;07.07.2019;08.01.2019;
Fahey, Quitzon and Homenick;Poland;Sucha;48;9;Machining;IGES;0;583;464;569;96;Titanium;Laser cutting;12.07.2019;26.12.2018;
Jacobi-Walsh;Portugal;Ponta da Garça;13;3;Machining;VRML/X3D;1;527;529;612;35;Stainless steel;Rolling;23.06.2019;06.04.2019;
Crooks, Lindgren and Ankunding;France;Élancourt;22;10;Machining;IGES;1;431;574;786;35;Aluminium;Sanding;13.07.2019;04.10.2018;
Krajcik-Brekke;Spain;Almeria;18;7;Machining;FBX;1;587;591;299;62;Tungsten;Sanding;28.07.2019;17.01.2019;
Fritsch-Halvorson;France;Tourcoing;14;5;Machining;STEP;1;665;351;404;91;Alloy;Polishing;20.06.2019;20.09.2018;
Spencer, Heller and Keeling;Poland;Pszczyna;10;6;Machining;VRML/X3D;1;430;536;551;33;Aluminium;Drilling;27.06.2019;23.06.2019;
Kshlerin, Veum and Simonis;Portugal;Gandara;19;6;Machining;STEP;1;518;458;295;98;Carbon steel;Polishing;11.06.2019;24.05.2019;
Wuckert LLC;France;Metz;46;7;Machining;STL;1;508;383;598;87;Aluminium;Milling;04.06.2019;12.09.2019;
Zboncak-Koch;France;Lille;23;10;Machining;3DS;0;479;604;497;79;Tungsten carbide;Welding;29.06.2019;30.07.2019;
Hagenes Inc;Portugal;Pigeiros;33;1;Machining;STL;1;497;530;728;88;Carbon steel;Polishing;14.07.2019;16.09.2019;
Armstrong Group;Spain;Granada;14;6;Machining;COLLADA;1;519;619;562;54;Iron;Laser cutting;29.07.2019;11.09.2018;
Runolfsdottir Group;Poland;Paniówki;31;10;Machining;OBJ;0;410;298;338;100;Alloy;Chemical curing;12.06.2019;07.07.2019;
Nicolas and Sons;France;Gennevilliers;35;1;Machining;STEP;0;483;480;121;57;Iron;Polishing;02.07.2019;06.03.2019;
Kling-Eichmann;France;Tarascon;36;2;Machining;IGES;1;350;483;642;68;Tungsten carbide;Laser cutting;22.06.2019;08.09.2019;
Hettinger LLC;Portugal;Pereira;11;2;Machining;VRML/X3D;0;548;459;783;63;Alloy;Laser cutting;27.06.2019;10.10.2018;
Flatley-Lesch;Poland;Koszęcin;15;9;Machining;VRML/X3D;1;363;484;680;60;Tungsten carbide;Sanding;24.06.2019;24.10.2019;
Treutel, Pagac and Jakubowski;United Kingdom;London;31;1;Machining;FBX;1;433;528;354;41;Stainless steel;Laser cutting;13.07.2019;08.11.2019;
Veum Inc;France;Chartres;35;2;Machining;FBX;0;404;278;281;80;Iron;Milling;16.06.2019;30.04.2019;
Lubowitz, Schmeler and Mills;Poland;Bałtów;24;7;Machining;STL;0;449;531;448;83;Stainless steel;Laser cutting;26.06.2019;10.10.2019;
Homenick, Bode and Luettgen;Portugal;Rio de Moinhos;10;6;Machining;3DS;1;583;500;640;47;Iron;Drilling;01.06.2019;07.09.2019;
Vandervort Inc;France;Alès;13;10;Machining;STL;0;518;523;360;73;Iron;Milling;11.06.2019;20.07.2019;
Muller, Walter and Christiansen;France;Amiens;36;1;Machining;STEP;1;632;312;565;45;Nickel alloy;Welding;14.07.2019;19.10.2018;
Wisoky-Auer;Poland;Ciasna;47;4;Machining;IGES;0;413;291;381;26;Stainless steel;Polishing;18.07.2019;04.10.2018;
Gusikowski, MacGyver and Padberg;Poland;Prabuty;28;6;Machining;COLLADA;0;471;600;551;86;Hardwood;Welding;03.06.2019;06.07.2019;
Nitzsche-Miller;Portugal;Trabulheira;25;10;Machining;VRML/X3D;0;416;500;484;84;Carbon steel;Rolling;18.07.2019;27.08.2019;
Huel, Hilpert and Kovacek;Poland;Wierzbica;29;4;Machining;IGES;1;376;793;530;88;Tungsten carbide;Chemical curing;06.06.2019;27.01.2019;
Gaylord-Bechtelar;Poland;Rakszawa;40;8;Machining;VRML/X3D;0;544;524;529;85;Alloy;Polishing;04.07.2019;29.08.2019;
Blick-Fisher;Poland;Żarnów;34;6;Machining;STEP;1;319;533;561;30;Iron;Blasting;15.07.2019;24.02.2019;
Nader LLC;France;Suresnes;22;1;Machining;IGES;1;620;517;861;22;Nickel alloy;Welding;15.06.2019;09.12.2018;
Bergstrom, Crooks and O'Connell;France;Aulnay-sous-Bois;24;8;Machining;3DS;0;466;487;254;98;Titanium;Blasting;03.06.2019;09.10.2019;
